0  0  0  25
0.1  1.763619203  1.714645955  24.20062843
0.2  3.518968844  3.323382156  23.42598995
0.3  5.2660877  4.826705212  22.67790279
0.4  7.005014364  6.225109403  21.95834887
0.5  8.735787248  7.519086689  21.26947673
0.6  10.45844459  8.709126726  20.6135996
0.7  12.17302443  9.795716872  19.99318673
0.8  13.87956466  10.7793422  19.41084606
0.9  15.57810297  11.66048551  18.86929596
1  17.26867688  12.43962734  18.37132426
1.1  18.95132374  13.11724597  17.91973297
1.2  20.62608071  13.69381744  17.51726822
1.3  22.29298479  14.16981556  17.16653648
1.4  23.95207281  14.5457119  16.86991
1.5  25.6033814  14.82197586  16.62942671
1.6  27.24694706  14.99907459  16.44669184
1.7  28.88280609  15.07747309  16.32279019
1.8  30.51099461  15.05763415  16.25821806
1.9  32.13154861  14.94001842  16.25284278
2  33.74450387  14.72508435  16.30589494
2.1  35.34989603  14.41328828  16.4159947
2.2  36.94776055  14.00508438  16.58120924
2.3  38.53813273  13.50092472  16.79913502
2.4  40.12104769  12.90125922  17.06699603
2.5  41.69654042  12.20653571  17.38174879
2.6  43.2646457  11.41719991  17.74018524
2.7  44.82539818  10.53369546  18.13902691
2.8  46.37883233  9.556463916  18.5750058
2.9  47.92498248  8.485944755  19.04492971
3  49.46388276  7.322575403  19.54573187
3.1  50.99556719  6.066791232  20.07450577
3.2  52.52006959  4.719025573  20.62852722
3.3  54.03742365  3.279709723  21.20526588
3.4  55.54766287  1.74927296  21.80238848
3.5  57.05082062  0.1281425466  22.41775597
3.6  58.54693011  -1.583256257  23.04941631


# Initial Velocity :    25 meters per second . 
0  0  0  50
0.1  3.527238406  3.478265154  49.07838664
0.2  7.037937689  6.842350994  48.17115398
0.3  10.5321754  10.0927929  47.27871415
0.4  14.01002873  13.23012375  46.40150161
0.5  17.4715745  16.25487392  45.53997383
0.6  20.91688917  19.16757129  44.69461193
0.7  24.34604887  21.96874128  43.86592119
0.8  27.75912932  24.65890684  43.05443149
0.9  31.15620594  27.23858846  42.26069749
1  34.53735376  29.70830419  41.48529872
1.1  37.90264747  32.06856968  40.72883936
1.2  41.25216142  34.31989811  39.99194778
1.3  44.58596958  36.46280031  39.27527571
1.4  47.90414561  38.49778467  38.57949709
1.5  51.20676281  40.42535722  37.90530645
1.6  54.49389412  42.24602161  37.25341681
1.7  57.76561217  43.96027912  36.62455708
1.8  61.02198922  45.56862871  36.01946885
1.9  64.26309721  47.07156696  35.43890257
2  67.48900774  48.46958816  34.88361304
2.1  70.69979206  49.76318424  34.35435432
2.2  73.8955211  50.95284486  33.85187382
2.3  77.07626546  52.03905738  33.3769059
2.4  80.24209539  53.02230684  32.93016468
2.5  83.39308083  53.90307605  32.51233646
2.6  86.5292914  54.68184553  32.1240716
2.7  89.65079635  55.35909356  31.76597612
2.8  92.75766466  55.93529616  31.43860317
2.9  95.84996495  56.41092714  31.14244453
3  98.92776553  56.78645808  30.87792236
3.1  101.9911344  57.06235833  30.64538151
3.2  105.0401392  57.23909507  30.44508242
3.3  108.0748473  57.31713327  30.27719519
3.4  111.0953257  57.29693573  30.14179457
3.5  114.1016412  57.17896307  30.03885655
3.6  117.0938602  56.96367375  29.96825629
3.7  120.0720488  56.65152409  29.92976767
3.8  123.0362727  56.24296826  29.92306451
3.9  125.9865974  55.73845832  29.94772333
4  128.9230881  55.13844418  30.00322764
4.1  131.8458098  54.44337367  30.08897362
4.2  134.7548268  53.6536925  30.20427698
4.3  137.6502036  52.7698443  30.34838073
4.4  140.532004  51.79227061  30.52046381
4.5  143.4002917  50.72141091  30.71965005
4.6  146.2551301  49.55770262  30.94501753
4.7  149.0965823  48.30158109  31.19560777
4.8  151.924711  46.95347966  31.4704349
4.9  154.7395786  45.51382962  31.76849433
5  157.5412474  43.98306022  32.08877093
5.1  160.3297793  42.36159874  32.4302466
5.2  163.1052358  40.64987042  32.79190713
5.3  165.8676783  38.84829852  33.17274826
5.4  168.6171677  36.95730432  33.57178098
5.5  171.3537649  34.9773071  33.98803615
5.6  174.0775303  32.90872422  34.42056821
5.7  176.788524  30.75197104  34.86845835
5.8  179.4868059  28.50746098  35.33081692
5.9  182.1724356  26.17560555  35.80678529
6  184.8454726  23.7568143  36.29553718
6.1  187.5059757  21.25149486  36.79627946
6.2  190.1540037  18.66005298  37.30825264
6.3  192.7896153  15.98289246  37.83073091
6.4  195.4128685  13.22041526  38.36302192
6.5  198.0238214  10.3730214  38.90446634
6.6  200.6225316  7.441109072  39.45443717
6.7  203.2090565  4.425074573  40.01233891
6.8  205.7834533  1.32531235  40.57760663
6.9  208.3457788  -1.857784999  41.14970491
7  210.8960896  -5.123826719  41.7281267
7.1  213.4344421  -8.472423886  42.31239222
7.2  215.9608924  -11.9031894  42.90204775


# Initial Velocity :    50 meters per second . 
0  0  0  75
0.1  5.290857609  5.241884354  73.95952073
0.2  10.55690653  10.36131983  72.93053317
0.3  15.7982631  15.35888059  71.91320278
0.4  21.01504309  20.2351381  70.90770231
0.5  26.20736175  24.99066115  69.914212
0.6  31.37533376  29.62601586  68.93291977
0.7  36.5190733  34.14176569  67.9640214
0.8  41.63869399  38.53847148  67.00772077
0.9  46.73430891  42.8166914  66.06422994
1  51.80603064  46.97698104  65.13376941
1.1  56.85397121  51.01989338  64.21656816
1.2  61.87824213  54.94597878  63.31286382
1.3  66.87895437  58.75578506  62.42290274
1.4  71.85621842  62.44985743  61.54694006
1.5  76.81014421  66.02873857  60.68523973
1.6  81.74084118  69.49296862  59.83807448
1.7  86.64841826  72.84308516  59.0057258
1.8  91.53298383  76.07962327  58.18848376
1.9  96.39464582  79.20311551  57.38664691
2  101.2335116  82.21409197  56.60052202
2.1  106.0496881  85.11308021  55.83042377
2.2  110.8432816  87.90060535  55.07667438
2.3  115.6143982  90.57719003  54.33960316
2.4  120.3631431  93.14335446  53.61954592
2.5  125.0896213  95.59961639  52.91684435
2.6  129.7939371  97.94649115  52.23184524
2.7  134.4761945  100.1844917  51.56489965
2.8  139.136497  102.3141284  50.91636185
2.9  143.7749474  104.3359095  50.28658829
3  148.3916483  106.2503408  49.67593634
3.1  152.9867016  108.0579254  49.0847629
3.2  157.5602088  109.7591646  48.51342296
3.3  162.1122709  111.3545568  47.96226796
3.4  166.6429886  112.8445985  47.43164408
3.5  171.1524619  114.2297836  46.92189036
3.6  175.6407903  115.5106037  46.43333676
3.7  180.1080731  116.6875484  45.96630209
3.8  184.554409  117.7611045  45.52109192
3.9  188.9798961  118.7317569  45.09799634
4  193.3846322  119.5999881  44.69728774
4.1  197.7687146  120.3662784  44.31921858
4.2  202.1322402  121.0311058  43.96401912
4.3  206.4753054  121.594946  43.63189524
4.4  210.798006  122.0582725  43.32302631
4.5  215.1004376  122.4215566  43.03756315
4.6  219.3826952  122.6852676  42.77562614
4.7  223.6448734  122.8498721  42.53730352
4.8  227.8870664  122.915835  42.32264984
4.9  232.1093679  122.8836188  42.13168468
5  236.3118711  122.7536838  41.96439159
5.1  240.4946689  122.5264882  41.82071736
5.2  244.6578537  122.2024882  41.70057149
5.3  248.8015174  121.7821375  41.60382608
5.4  252.9257516  121.265888  41.53031592
5.5  257.0306474  120.6541894  41.47983901
5.6  261.1162954  119.9474892  41.45215726
5.7  265.182786  119.1462329  41.4469976
5.8  269.2302088  118.2508638  41.46405327
5.9  273.2586535  117.2618232  41.50298549
6  277.2682088  116.1795504  41.56342519
6.1  281.2589635  115.0044825  41.64497513
6.2  285.2310056  113.7370547  41.74721204
6.3  289.184423  112.3776999  41.86968897
6.4  293.1193028  110.9268494  42.01193772
6.5  297.0357321  109.3849319  42.17347135
6.6  300.9337974  107.7523747  42.35378667
6.7  304.8135848  106.0296027  42.5523668
6.8  308.67518  104.2170388  42.76868365
6.9  312.5186682  102.3151042  43.00220039
7  316.3441345  100.3242179  43.25237375
7.1  320.1516632  98.24479699  43.5186563
7.2  323.9413385  96.07725659  43.80049863
7.3  327.7132442  93.8220099  44.09735129
7.4  331.4674635  91.47946817  44.40866669
7.5  335.2040794  89.05004073  44.73390079
7.6  338.9231743  86.53413498  45.0725147
7.7  342.6248306  83.93215641  45.42397606
7.8  346.3091298  81.24450863  45.78776031
7.9  349.9761535  78.47159333  46.16335178
8  353.6259827  75.61381032  46.55024468
8.1  357.2586979  72.67155756  46.94794391
8.2  360.8743793  69.64523111  47.35596575
